Timestamp,x-top,y-top,z-top,Bt-top,x-bottom,y-bottom,z-bottom,Bt-bottom,Bt-difference
01:58:35.285614,-591,-1058,-41,1212.57,-776,1187,-24,1418.35,-205.77999999999997
01:58:35.588650,-587,-1056,-41,1208.88,-776,1187,-24,1418.35,-209.4699999999998
01:58:35.891667,-593,-1055,-42,1210.97,-773,1188,-24,1417.55,-206.57999999999993
01:58:36.194662,-597,-1053,-43,1211.23,-773,1187,-24,1416.71,-205.48000000000002
01:58:36.497567,-604,-1057,-41,1218.09,-774,1190,-27,1419.83,-201.74
01:58:36.800522,-603,-1057,-35,1217.41,-782,1193,-27,1426.71,-209.29999999999995
01:58:37.103676,-596,-1066,-39,1221.92,-782,1196,-22,1429.13,-207.21000000000004
01:58:37.406649,-613,-1083,-39,1245.06,-779,1199,-20,1429.98,-184.92000000000007
01:58:37.709635,-608,-1057,-39,1220.01,-783,1193,-24,1427.2,-207.19000000000005
01:58:38.012347,-603,-1060,-39,1220.14,-769,1197,-25,1422.95,-202.80999999999995
01:58:38.315706,-605,-1057,-38,1218.49,-766,1196,-22,1420.44,-201.95000000000005
01:58:38.618390,-603,-1054,-41,1214.99,-773,1187,-27,1416.77,-201.77999999999997
01:58:38.921691,-607,-1050,-38,1213.42,-766,1195,-20,1419.57,-206.14999999999986
01:58:39.224429,-607,-1048,-43,1211.86,-769,1194,-22,1420.38,-208.5200000000002
01:58:39.527365,-602,-1045,-42,1206.73,-769,1199,-21,1424.57,-217.83999999999992
01:58:39.830403,-611,-1050,-42,1215.56,-768,1225,-20,1445.98,-230.42000000000007
01:58:40.133744,-615,-1048,-42,1215.85,-769,1193,-24,1419.57,-203.72000000000003
01:58:40.436679,-618,-1050,-36,1218.9,-782,1194,-29,1427.59,-208.68999999999983
01:58:40.739801,-607,-1058,-37,1220.32,-778,1198,-21,1428.61,-208.28999999999996
01:58:41.042682,-611,-1062,-40,1225.87,-780,1200,-21,1431.38,-205.51000000000022
01:58:41.345798,-609,-1059,-40,1222.28,-782,1195,-24,1428.33,-206.04999999999995
01:58:41.648629,-602,-1063,-39,1222.25,-774,1198,-26,1426.52,-204.26999999999998
01:58:41.951531,-609,-1057,-42,1220.61,-767,1196,-23,1421.0,-200.3900000000001
01:58:42.254610,-611,-1056,-38,1220.62,-775,1191,-20,1421.09,-200.47000000000003
01:58:42.557590,-609,-1056,-40,1219.68,-775,1190,-21,1420.27,-200.58999999999992
01:58:42.860523,-611,-1056,-39,1220.65,-777,1188,-18,1419.65,-199.0
01:58:43.163797,-609,-1056,-39,1219.65,-779,1190,-20,1422.44,-202.78999999999996
